"daa_score","block_timestamp","block_datetime"
"36960739","1673408571199","2023-01-11 03:42:51.199+00"
"37047202","1673494974057","2023-01-12 03:42:54.057+00"
"37133635","1673581363542","2023-01-13 03:42:43.542+00"
"37220091","1673667776641","2023-01-14 03:42:56.641+00"
"37306604","1673754150748","2023-01-15 03:42:30.748+00"
"37393092","1673840692612","2023-01-16 03:44:52.612+00"
"37479609","1673927034104","2023-01-17 03:43:54.104+00"
"37566125","1674013520315","2023-01-18 03:45:20.315+00"
"37652627","1674100025787","2023-01-19 03:47:05.787+00"
"37739148","1674186479822","2023-01-20 03:47:59.822+00"
"37825649","1674272846889","2023-01-21 03:47:26.889+00"
"37912135","1674359365836","2023-01-22 03:49:25.836+00"
"37998711","1674445874207","2023-01-23 03:51:14.207+00"
"38085287","1674532407835","2023-01-24 03:53:27.835+00"
"38171877","1674618901069","2023-01-25 03:55:01.069+00"
"38258448","1674705391214","2023-01-26 03:56:31.214+00"
"38345025","1674791888480","2023-01-27 03:58:08.48+00"
"38431624","1674878486651","2023-01-28 04:01:26.651+00"
"38518215","1674965023463","2023-01-29 04:03:43.463+00"
"38604836","1675051621877","2023-01-30 04:07:01.877+00"
"38691524","1675138256881","2023-01-31 04:10:56.881+00"
"38778221","1675224874924","2023-02-01 04:14:34.924+00"
"38864971","1675311590837","2023-02-02 04:19:50.837+00"
"38951753","1675398311660","2023-02-03 04:25:11.66+00"
"39038642","1675485159777","2023-02-04 04:32:39.777+00"
"39125461","1675571843435","2023-02-05 04:37:23.435+00"
"39212350","1675658727291","2023-02-06 04:45:27.291+00"
"39298904","1675745217998","2023-02-07 04:46:57.998+00"
"39385392","1675831700318","2023-02-08 04:48:20.318+00"
"39471954","1675918279016","2023-02-09 04:51:19.016+00"
"39558455","1676004740967","2023-02-10 04:52:20.967+00"
"39644957","1676091236680","2023-02-11 04:53:56.68+00"
"39731442","1676177680364","2023-02-12 04:54:40.364+00"
"39817942","1676264184029","2023-02-13 04:56:24.029+00"
"39904441","1676350668368","2023-02-14 04:57:48.368+00"
"39990904","1676437072530","2023-02-15 04:57:52.53+00"
"40077401","1676523549057","2023-02-16 04:59:09.057+00"
"40163891","1676610065582","2023-02-17 05:01:05.582+00"
"40250378","1676696560359","2023-02-18 05:02:40.359+00"
"40336882","1676783047128","2023-02-19 05:04:07.128+00"
"40423389","1676869489243","2023-02-20 05:04:49.243+00"
"40509905","1676956037890","2023-02-21 05:07:17.89+00"
"40596406","1677042521554","2023-02-22 05:08:41.554+00"
"40682869","1677128984105","2023-02-23 05:09:44.105+00"
"40769334","1677215437624","2023-02-24 05:10:37.624+00"
"40855810","1677301830252","2023-02-25 05:10:30.252+00"
"40942296","1677388264561","2023-02-26 05:11:04.561+00"
"41028794","1677474706924","2023-02-27 05:11:46.924+00"
"41115364","1677561053723","2023-02-28 05:10:53.723+00"
"41201974","1677647645751","2023-03-01 05:14:05.751+00"
"41288518","1677734105793","2023-03-02 05:15:05.793+00"
"41375066","1677820529618","2023-03-03 05:15:29.618+00"
"41461578","1677907083333","2023-03-04 05:18:03.333+00"
"41548085","1677993521487","2023-03-05 05:18:41.487+00"
"41634550","1678079963017","2023-03-06 05:19:23.017+00"
"41721037","1678166346647","2023-03-07 05:19:06.647+00"
"41807566","1678252866949","2023-03-08 05:21:06.949+00"
"41894066","1678339427950","2023-03-09 05:23:47.95+00"
"41980642","1678425900166","2023-03-10 05:25:00.166+00"
"42067148","1678512319285","2023-03-11 05:25:19.285+00"
"42153627","1678598821556","2023-03-12 05:27:01.556+00"
"42240278","1678685370340","2023-03-13 05:29:30.34+00"
"42326801","1678771898562","2023-03-14 05:31:38.562+00"
"42413257","1678858341629","2023-03-15 05:32:21.629+00"
"42499726","1678944767066","2023-03-16 05:32:47.066+00"
"42586202","1679031178213","2023-03-17 05:32:58.213+00"
"42672688","1679117703430","2023-03-18 05:35:03.43+00"
"42759182","1679204059614","2023-03-19 05:34:19.614+00"
"42845694","1679290515582","2023-03-20 05:35:15.582+00"
"42932201","1679376895786","2023-03-21 05:34:55.786+00"
"43018667","1679463375172","2023-03-22 05:36:15.172+00"
"43105186","1679549883588","2023-03-23 05:38:03.588+00"
"43191741","1679636456124","2023-03-24 05:40:56.124+00"
"43278327","1679722943296","2023-03-25 05:42:23.296+00"
"43365025","1679809624065","2023-03-26 05:47:04.065+00"
"43451739","1679896252410","2023-03-27 05:50:52.41+00"
"43538315","1679982746046","2023-03-28 05:52:26.046+00"
"43624901","1680069256982","2023-03-29 05:54:16.982+00"
"43711664","1680155863564","2023-03-30 05:57:43.564+00"
"43798440","1680242640163","2023-03-31 06:04:00.163+00"
"43885171","1680329278919","2023-04-01 06:07:58.919+00"
"43972078","1680416029229","2023-04-02 06:13:49.229+00"
"44059003","1680502847983","2023-04-03 06:20:47.983+00"
"44145880","1680589673302","2023-04-04 06:27:53.302+00"
"44232744","1680676394704","2023-04-05 06:33:14.704+00"
"44319633","1680763373936","2023-04-06 06:42:53.936+00"
"44406435","1680850014437","2023-04-07 06:46:54.437+00"
"44493214","1680936804777","2023-04-08 06:53:24.777+00"
"44580040","1681023516262","2023-04-09 06:58:36.262+00"
"44666806","1681110320380","2023-04-10 07:05:20.38+00"
"44753589","1681197009545","2023-04-11 07:10:09.545+00"
"44840366","1681283575221","2023-04-12 07:12:55.221+00"
"44927066","1681370159864","2023-04-13 07:15:59.864+00"
"45013769","1681456864758","2023-04-14 07:21:04.758+00"
"45100433","1681543380341","2023-04-15 07:23:00.341+00"
"45187057","1681629970618","2023-04-16 07:26:10.618+00"
"45273717","1681716484933","2023-04-17 07:28:04.933+00"
"45360366","1681803189986","2023-04-18 07:33:09.986+00"
"45447004","1681889799178","2023-04-19 07:36:39.178+00"
"45533626","1681976445590","2023-04-20 07:40:45.59+00"
"45620241","1682063051785","2023-04-21 07:44:11.785+00"
"45706859","1682149700769","2023-04-22 07:48:20.769+00"
"45793469","1682236322338","2023-04-23 07:52:02.338+00"
"45880134","1682322993489","2023-04-24 07:56:33.489+00"
"45966787","1682409655184","2023-04-25 08:00:55.184+00"
"46053428","1682496318930","2023-04-26 08:05:18.93+00"
"46140114","1682582948203","2023-04-27 08:09:08.203+00"
"46226787","1682669662543","2023-04-28 08:14:22.543+00"
"46313408","1682756280237","2023-04-29 08:18:00.237+00"
"46400044","1682842885703","2023-04-30 08:21:25.703+00"
"46486686","1682929940955","2023-05-01 08:32:20.955+00"
"46573365","1683016141494","2023-05-02 08:29:01.494+00"
"46659998","1683102746217","2023-05-03 08:32:26.217+00"
"46746610","1683189416254","2023-05-04 08:36:56.254+00"
"46833266","1683275971281","2023-05-05 08:39:31.281+00"
"46919900","1683362569515","2023-05-06 08:42:49.515+00"
"47006531","1683449162959","2023-05-07 08:46:02.959+00"
"47093205","1683535767218","2023-05-08 08:49:27.218+00"
"47179835","1683622442485","2023-05-09 08:54:02.485+00"
"47266447","1683709023271","2023-05-10 08:57:03.271+00"
"47353071","1683795737601","2023-05-11 09:02:17.601+00"
"47439722","1683882432924","2023-05-12 09:07:12.924+00"
"47526361","1683968905280","2023-05-13 09:08:25.28+00"
"47612980","1684055629010","2023-05-14 09:13:49.01+00"
"47699437","1684142025203","2023-05-15 09:13:45.203+00"
"47785900","1684228464585","2023-05-16 09:14:24.585+00"
"47872332","1684314900212","2023-05-17 09:15:00.212+00"
"47958807","1684401333586","2023-05-18 09:15:33.586+00"
"48045391","1684487901079","2023-05-19 09:18:21.079+00"
"48132010","1684574513048","2023-05-20 09:21:53.048+00"
"48218606","1684661075633","2023-05-21 09:24:35.633+00"
"48305204","1684747738677","2023-05-22 09:28:58.677+00"
"48391791","1684834445452","2023-05-23 09:34:05.452+00"
"48478408","1684920832440","2023-05-24 09:33:52.44+00"
"48565014","1685007409580","2023-05-25 09:36:49.58+00"
"48651675","1685094144159","2023-05-26 09:42:24.159+00"
"48738294","1685180858666","2023-05-27 09:47:38.666+00"
"48824940","1685267351085","2023-05-28 09:49:11.085+00"
"48911561","1685354101868","2023-05-29 09:55:01.868+00"
"48998149","1685440696845","2023-05-30 09:58:16.845+00"
"49084757","1685527294434","2023-05-31 10:01:34.434+00"
"49171330","1685613801495","2023-06-01 10:03:21.495+00"
"49257854","1685700344293","2023-06-02 10:05:44.293+00"
"49344439","1685786843062","2023-06-03 10:07:23.062+00"
"49431044","1685873442436","2023-06-04 10:10:42.436+00"
"49517712","1685959986935","2023-06-05 10:13:06.935+00"
"49604261","1686046548813","2023-06-06 10:15:48.813+00"
"49690858","1686133141770","2023-06-07 10:19:01.77+00"
"49777496","1686219843359","2023-06-08 10:24:03.359+00"
"49864115","1686306351082","2023-06-09 10:25:51.082+00"
"49950721","1686393027583","2023-06-10 10:30:27.583+00"
"50037321","1686479475973","2023-06-11 10:31:15.973+00"
"50123927","1686566077900","2023-06-12 10:34:37.9+00"
"50210510","1686652653685","2023-06-13 10:37:33.685+00"
"50297107","1686739206432","2023-06-14 10:40:06.432+00"
"50383721","1686825782743","2023-06-15 10:43:02.743+00"
"50470182","1686912284890","2023-06-16 10:44:44.89+00"
"50556600","1686998688182","2023-06-17 10:44:48.182+00"
"50643013","1687085121527","2023-06-18 10:45:21.527+00"
"50729434","1687171525775","2023-06-19 10:45:25.775+00"
"50815866","1687257910754","2023-06-20 10:45:10.754+00"
"50902339","1687344348598","2023-06-21 10:45:48.598+00"
"50988801","1687430787127","2023-06-22 10:46:27.127+00"
"51075259","1687517205118","2023-06-23 10:46:45.118+00"
"51161731","1687603683802","2023-06-24 10:48:03.802+00"
"51248197","1687690135764","2023-06-25 10:48:55.764+00"
"51334672","1687776786190","2023-06-26 10:53:06.19+00"
"51421157","1687862978459","2023-06-27 10:49:38.459+00"
"51507633","1687949466508","2023-06-28 10:51:06.508+00"
"51594111","1688035846856","2023-06-29 10:50:46.856+00"
"51680598","1688122402357","2023-06-30 10:53:22.357+00"
"51767037","1688208790094","2023-07-01 10:53:10.094+00"
"51853496","1688295244257","2023-07-02 10:54:04.257+00"
"51939932","1688381677011","2023-07-03 10:54:37.011+00"
"52026375","1688468047471","2023-07-04 10:54:07.471+00"
"52112806","1688554435496","2023-07-05 10:53:55.496+00"
"52199238","1688640755941","2023-07-06 10:52:35.941+00"
"52285669","1688727144157","2023-07-07 10:52:24.157+00"
"52372090","1688813654615","2023-07-08 10:54:14.615+00"
"52458526","1688900039203","2023-07-09 10:53:59.203+00"
"52544956","1688986376574","2023-07-10 10:52:56.574+00"
"52631396","1689072815262","2023-07-11 10:53:35.262+00"
"52717840","1689159170529","2023-07-12 10:52:50.529+00"
"52804276","1689245504888","2023-07-13 10:51:44.888+00"
"52890704","1689331833266","2023-07-14 10:50:33.266+00"
"52977126","1689418196674","2023-07-15 10:49:56.674+00"
"53063551","1689504557769","2023-07-16 10:49:17.769+00"
"53149975","1689590996080","2023-07-17 10:49:56.08+00"
"53236395","1689677407422","2023-07-18 10:50:07.422+00"
"53322821","1689763800937","2023-07-19 10:50:00.937+00"
"53409246","1689850067990","2023-07-20 10:47:47.99+00"
"53495661","1689936488944","2023-07-21 10:48:08.944+00"
"53582079","1690022715048","2023-07-22 10:45:15.048+00"
"53668492","1690109242177","2023-07-23 10:47:22.177+00"
"53754928","1690195801677","2023-07-24 10:50:01.677+00"
"53841357","1690282073032","2023-07-25 10:47:53.032+00"
"53927780","1690368575487","2023-07-26 10:49:35.487+00"
"54014221","1690454780645","2023-07-27 10:46:20.645+00"
"54100638","1690541220043","2023-07-28 10:47:00.043+00"
"54187055","1690627443270","2023-07-29 10:44:03.27+00"
"54273475","1690713851303","2023-07-30 10:44:11.303+00"
"54359902","1690800166270","2023-07-31 10:42:46.27+00"
"54446333","1690886593444","2023-08-01 10:43:13.444+00"
"54532753","1690972841227","2023-08-02 10:40:41.227+00"
"54619174","1691059345552","2023-08-03 10:42:25.552+00"
"54705591","1691145589864","2023-08-04 10:39:49.864+00"
"54792013","1691231908023","2023-08-05 10:38:28.023+00"
"54878425","1691318205261","2023-08-06 10:36:45.261+00"
"54964838","1691404677697","2023-08-07 10:37:57.697+00"
"55051253","1691491010162","2023-08-08 10:36:50.162+00"
"55137666","1691577392169","2023-08-09 10:36:32.169+00"
"55224091","1691663591121","2023-08-10 10:33:11.121+00"
"55310516","1691749951906","2023-08-11 10:32:31.906+00"
"55396928","1691836138933","2023-08-12 10:28:58.933+00"
"55483342","1691922304921","2023-08-13 10:25:04.921+00"
"55569749","1692008880992","2023-08-14 10:28:00.992+00"
"55656158","1692095158287","2023-08-15 10:25:58.287+00"
"55742565","1692181405552","2023-08-16 10:23:25.552+00"
"55828969","1692267710406","2023-08-17 10:21:50.406+00"
"55915374","1692353901732","2023-08-18 10:18:21.732+00"
"56001789","1692440275686","2023-08-19 10:17:55.686+00"
"56088200","1692526690540","2023-08-20 10:18:10.54+00"
"56174605","1692613051579","2023-08-21 10:17:31.579+00"
"56261014","1692699394205","2023-08-22 10:16:34.205+00"
"56347418","1692785684387","2023-08-23 10:14:44.387+00"
"56433823","1692872052190","2023-08-24 10:14:12.19+00"
"56520224","1692958385187","2023-08-25 10:13:05.187+00"
"56606632","1693044794184","2023-08-26 10:13:14.184+00"
"56688757","1693126799000","2023-08-27 08:59:59+00"
"56693044","1693131146022","2023-08-27 10:12:26.022+00"
"56775095","1693213202000","2023-08-28 09:00:02+00"
"56779459","1693217609890","2023-08-28 10:13:29.89+00"
"56861534","1693299601000","2023-08-29 09:00:01+00"
"56865883","1693303918610","2023-08-29 10:11:58.61+00"
"56948000","1693386000000","2023-08-30 09:00:00+00"
"56952299","1693390265571","2023-08-30 10:11:05.571+00"
"57034405","1693472399000","2023-08-31 08:59:59+00"
"57038712","1693476676027","2023-08-31 10:11:16.027+00"
"57120814","1693558802000","2023-09-01 09:00:02+00"
"57125137","1693563080668","2023-09-01 10:11:20.668+00"
"57207316","1693645201000","2023-09-02 09:00:01+00"
"57211560","1693649420876","2023-09-02 10:10:20.876+00"
"57293768","1693731602000","2023-09-03 09:00:02+00"
"57297993","1693735814313","2023-09-03 10:10:14.313+00"
"57380180","1693818002000","2023-09-04 09:00:02+00"
"57384421","1693822223909","2023-09-04 10:10:23.909+00"
"57466600","1693904401000","2023-09-05 09:00:01+00"
"57470856","1693908658013","2023-09-05 10:10:58.013+00"
"57552942","1693990800000","2023-09-06 09:00:00+00"
"57557277","1693995080223","2023-09-06 10:11:20.223+00"
"57639441","1694077199000","2023-09-07 08:59:59+00"
"57643690","1694081509585","2023-09-07 10:11:49.585+00"
"57725882","1694163598000","2023-09-08 08:59:58+00"
"57730110","1694167791869","2023-09-08 10:09:51.869+00"
"57816512","1694254182160","2023-09-09 10:09:42.16+00"
"57829577","1694267272000","2023-09-09 13:47:52+00"
"57898795","1694336401000","2023-09-10 09:00:01+00"
"57902937","1694340571504","2023-09-10 10:09:31.504+00"
"57985137","1694422800000","2023-09-11 09:00:00+00"
"57989352","1694426962972","2023-09-11 10:09:22.972+00"
"58071594","1694509199000","2023-09-12 08:59:59+00"
"58075774","1694513362312","2023-09-12 10:09:22.312+00"
"58161563","1694599129000","2023-09-13 09:58:49+00"
"58162195","1694599738939","2023-09-13 10:08:58.939+00"
"58244499","1694682001000","2023-09-14 09:00:01+00"
"58248652","1694686093680","2023-09-14 10:08:13.68+00"
"58330938","1694768399000","2023-09-15 08:59:59+00"
"58335080","1694772534809","2023-09-15 10:08:54.809+00"
"58417423","1694854802000","2023-09-16 09:00:02+00"
"58421543","1694858917494","2023-09-16 10:08:37.494+00"
"58503825","1694941201000","2023-09-17 09:00:01+00"
"58507950","1694945274245","2023-09-17 10:07:54.245+00"
"58590311","1695027602000","2023-09-18 09:00:02+00"
"58594354","1695031601119","2023-09-18 10:06:41.119+00"
"58676695","1695114000000","2023-09-19 09:00:00+00"
"58680769","1695118013716","2023-09-19 10:06:53.716+00"
"58763155","1695200401000","2023-09-20 09:00:01+00"
"58767201","1695204401076","2023-09-20 10:06:41.076+00"
"58849691","1695286802000","2023-09-21 09:00:02+00"
"58853620","1695290728874","2023-09-21 10:05:28.874+00"
"58935991","1695373202000","2023-09-22 09:00:02+00"
"58940038","1695377134560","2023-09-22 10:05:34.56+00"
"59022477","1695459600000","2023-09-23 09:00:00+00"
"59026477","1695463533144","2023-09-23 10:05:33.144+00"
"59109004","1695546001000","2023-09-24 09:00:01+00"
"59112930","1695549901290","2023-09-24 10:05:01.29+00"
"59195413","1695632400000","2023-09-25 09:00:00+00"
"59199433","1695636449024","2023-09-25 10:07:29.024+00"
"59281846","1695718801000","2023-09-26 09:00:01+00"
"59285897","1695722883106","2023-09-26 10:08:03.106+00"
"59368289","1695805198000","2023-09-27 08:59:58+00"
"59372321","1695809186061","2023-09-27 10:06:26.061+00"
"59454640","1695891598000","2023-09-28 08:59:58+00"
"59458758","1695895670016","2023-09-28 10:07:50.016+00"
"59542234","1695979020000","2023-09-29 09:17:00+00"
"59546811","1695983561206","2023-09-29 10:32:41.206+00"
"59627652","1696064401000","2023-09-30 09:00:01+00"
"59633361","1696070202194","2023-09-30 10:36:42.194+00"
"59714158","1696150799000","2023-10-01 08:59:59+00"
"59721472","1696158025552","2023-10-01 11:00:25.552+00"
"59800586","1696237199000","2023-10-02 08:59:59+00"
"59808445","1696245093815","2023-10-02 11:11:33.815+00"
"59887099","1696323601000","2023-10-03 09:00:01+00"
"59895054","1696331484118","2023-10-03 11:11:24.118+00"
"59973690","1696410000000","2023-10-04 09:00:00+00"
"59981626","1696417982268","2023-10-04 11:13:02.268+00"
"60060216","1696496401000","2023-10-05 09:00:01+00"
"60068185","1696504374447","2023-10-05 11:12:54.447+00"
"60136681","1696572878831","2023-10-06 06:14:38.831+00"
"60146640","1696582803000","2023-10-06 09:00:03+00"
"60206137","1696642258105","2023-10-07 01:30:58.105+00"
"60233055","1696669199000","2023-10-07 08:59:59+00"
"60275899","1696711943327","2023-10-07 20:52:23.327+00"
"60319617","1696755600000","2023-10-08 09:00:00+00"
"60406060","1696842000482","2023-10-09 09:00:00.482+00"
"60492558","1696928402481","2023-10-10 09:00:02.481+00"
"60578964","1697014800826","2023-10-11 09:00:00.826+00"
"60665359","1697101199167","2023-10-12 08:59:59.167+00"
"60751791","1697187598841","2023-10-13 08:59:58.841+00"
"60838162","1697274000803","2023-10-14 09:00:00.803+00"
"60924661","1697360400623","2023-10-15 09:00:00.623+00"
"61011154","1697446802608","2023-10-16 09:00:02.608+00"
"61097520","1697533202685","2023-10-17 09:00:02.685+00"
"61183979","1697619602616","2023-10-18 09:00:02.616+00"
"61270409","1697706003836","2023-10-19 09:00:03.836+00"
"61356859","1697792404176","2023-10-20 09:00:04.176+00"
"61443251","1697878803507","2023-10-21 09:00:03.507+00"
"61529695","1697965201789","2023-10-22 09:00:01.789+00"
"61616119","1698051603496","2023-10-23 09:00:03.496+00"
"61702517","1698138001880","2023-10-24 09:00:01.88+00"
"61788982","1698224401670","2023-10-25 09:00:01.67+00"
"61875419","1698310800535","2023-10-26 09:00:00.535+00"
"61961933","1698397202927","2023-10-27 09:00:02.927+00"
"62048329","1698483601000","2023-10-28 09:00:01+00"
"62048329","1698483601465","2023-10-28 09:00:01.465+00"
"62134745","1698570002576","2023-10-29 09:00:02.576+00"
"62221111","1698656402938","2023-10-30 09:00:02.938+00"
"62307640","1698742800750","2023-10-31 09:00:00.75+00"
"62393941","1698829202102","2023-11-01 09:00:02.102+00"
"62480462","1698915602739","2023-11-02 09:00:02.739+00"
"62566899","1699002001283","2023-11-03 09:00:01.283+00"
"62653281","1699088400148","2023-11-04 09:00:00.148+00"
"62739740","1699174800333","2023-11-05 09:00:00.333+00"
"62826171","1699261200702","2023-11-06 09:00:00.702+00"
"62912655","1699347599452","2023-11-07 08:59:59.452+00"
"63002703","1699437599393","2023-11-08 09:59:59.393+00"
"63007634","1699442503888","2023-11-08 11:21:43.888+00"
"63098762","1699533576214","2023-11-09 12:39:36.214+00"
"63098762","1699533576214","2023-11-09 12:39:36.214+00"
"63171974","1699606800776","2023-11-10 09:00:00.776+00"
"63258410","1699693201881","2023-11-11 09:00:01.881+00"
"63344894","1699779600862","2023-11-12 09:00:00.862+00"
"63431280","1699866001422","2023-11-13 09:00:01.422+00"
"63517765","1699952402511","2023-11-14 09:00:02.511+00"
"63604200","1700038801831","2023-11-15 09:00:01.831+00"
"63690742","1700125199919","2023-11-16 08:59:59.919+00"
"63777117","1700211601278","2023-11-17 09:00:01.278+00"
"63863640","1700297999530","2023-11-18 08:59:59.53+00"
"63950072","1700384404277","2023-11-19 09:00:04.277+00"
"63967802","1700402116050","2023-11-19 13:55:16.05+00"
"64042111","1700476404762","2023-11-20 10:33:24.762+00"
"64122941","1700557203118","2023-11-21 09:00:03.118+00"
"64209414","1700643601333","2023-11-22 09:00:01.333+00"
"64295890","1700730002023","2023-11-23 09:00:02.023+00"
"64382246","1700816401953","2023-11-24 09:00:01.953+00"
"64468719","1700902802059","2023-11-25 09:00:02.059+00"
"64555235","1700989201666","2023-11-26 09:00:01.666+00"
"64641720","1701075603127","2023-11-27 09:00:03.127+00"
"64728129","1701162000468","2023-11-28 09:00:00.468+00"
"64814717","1701248401602","2023-11-29 09:00:01.602+00"
"64901162","1701334801507","2023-11-30 09:00:01.507+00"
"64987666","1701421201925","2023-12-01 09:00:01.925+00"
"65074110","1701507603114","2023-12-02 09:00:03.114+00"
"65160599","1701594000426","2023-12-03 09:00:00.426+00"
"65247063","1701680401066","2023-12-04 09:00:01.066+00"
"65333556","1701766800392","2023-12-05 09:00:00.392+00"
"65419977","1701853200701","2023-12-06 09:00:00.701+00"
"65506508","1701939599701","2023-12-07 08:59:59.701+00"
"65592992","1702026002249","2023-12-08 09:00:02.249+00"
"65679420","1702112400057","2023-12-09 09:00:00.057+00"
"65765859","1702198799420","2023-12-10 08:59:59.42+00"
"65852298","1702285200906","2023-12-11 09:00:00.906+00"
"65938767","1702371597444","2023-12-12 08:59:57.444+00"
"66025302","1702458001478","2023-12-13 09:00:01.478+00"
"66111687","1702544397586","2023-12-14 08:59:57.586+00"
"66198160","1702630800810","2023-12-15 09:00:00.81+00"
"66284672","1702717198872","2023-12-16 08:59:58.872+00"
"66370518","1702803601541","2023-12-17 09:00:01.541+00"
"66456939","1702889998797","2023-12-18 08:59:58.797+00"
"66543423","1702976395654","2023-12-19 08:59:55.654+00"
"66629827","1703062798253","2023-12-20 08:59:58.253+00"
"66716252","1703149202272","2023-12-21 09:00:02.272+00"
"66802712","1703235601681","2023-12-22 09:00:01.681+00"
"66889128","1703322001128","2023-12-23 09:00:01.128+00"
"66975535","1703408402310","2023-12-24 09:00:02.31+00"
"67062006","1703494802187","2023-12-25 09:00:02.187+00"
"67148455","1703581200372","2023-12-26 09:00:00.372+00"
"67234880","1703667599451","2023-12-27 08:59:59.451+00"
"67321315","1703754002940","2023-12-28 09:00:02.94+00"
"67407726","1703840401264","2023-12-29 09:00:01.264+00"
"67494218","1703926799704","2023-12-30 08:59:59.704+00"
"67580619","1704013200595","2023-12-31 09:00:00.595+00"
"67667039","1704099601945","2024-01-01 09:00:01.945+00"
"67753471","1704186000501","2024-01-02 09:00:00.501+00"
"67839947","1704272400357","2024-01-03 09:00:00.357+00"
"67926378","1704358801662","2024-01-04 09:00:01.662+00"
"68012846","1704445199259","2024-01-05 08:59:59.259+00"
"68100514","1704531598157","2024-01-06 08:59:58.157+00"
"68189378","1704617989539","2024-01-07 08:59:49.539+00"
"68219077","1704646733417","2024-01-07 16:58:53.417+00"
"68289255","1704715197161","2024-01-08 11:59:57.161+00"
"68366535","1704790797831","2024-01-09 08:59:57.831+00"
"68455554","1704877201399","2024-01-10 09:00:01.399+00"
"68544384","1704963601412","2024-01-11 09:00:01.412+00"
"68633018","1705049999931","2024-01-12 08:59:59.931+00"
"68721712","1705136401358","2024-01-13 09:00:01.358+00"
"68810204","1705222800707","2024-01-14 09:00:00.707+00"
"68898616","1705309200744","2024-01-15 09:00:00.744+00"
"68987137","1705395601623","2024-01-16 09:00:01.623+00"
"69075625","1705481999189","2024-01-17 08:59:59.189+00"
"69164200","1705568399045","2024-01-18 08:59:59.045+00"
"69252371","1705654799565","2024-01-19 08:59:59.565+00"
"69340785","1705741198325","2024-01-20 08:59:58.325+00"
"69429029","1705827602109","2024-01-21 09:00:02.109+00"
"69517365","1705914001763","2024-01-22 09:00:01.763+00"
"69605516","1706000400183","2024-01-23 09:00:00.183+00"
"69694070","1706086798710","2024-01-24 08:59:58.71+00"
